game_id,game_date,team,FGA_2,FGM_2,FGA_3,FGM_3,FTA,FTM,AST,BLK,STL,TOV,TOV_team,DREB,OREB,F_tech,F_personal,team_score,opponent_team_score,largest_lead,notD1_incomplete,OT_length_min_tot,rest_days,attendance,tz_dif_H_E,prev_game_dist,home_away,home_away_NS,travel_dist,result,game_count,wins,win_per,home_game_count,away_game_count,region
game_2022_2194,2022-01-06,tennessee_lady_volunteers,55,23,19,7,8,6,19,14,7,14,0,37,19,0,12,73,45,28.0,False,0.0,4.0,6235.0,0.0,920.0,home,1,0.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_2195,2022-01-06,arkansas_razorbacks,34,10,33,9,8,4,11,4,5,12,1,28,17,0,17,51,54,0.0,False,0.0,4.0,194.0,0.0,663.0,away,-1,663.0,0,31,18,0.5806451612903226,17.0,11.0,North
game_2022_2313,2022-01-09,arkansas_razorbacks,35,16,27,11,22,18,13,4,6,2,0,22,10,0,11,83,73,20.0,False,0.0,3.0,3632.0,0.0,663.0,home,1,0.0,1,31,18,0.5806451612903226,17.0,11.0,North
game_2022_2314,2022-01-09,lsu_tigers,57,26,7,3,19,15,13,13,10,15,0,38,14,0,16,76,48,30.0,False,0.0,3.0,2308.0,0.0,585.0,away,-1,585.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_2315,2022-01-09,alabama_crimson_tide,27,7,25,14,16,12,11,2,8,19,0,19,11,0,14,68,72,21.0,False,0.0,3.0,3453.0,0.0,384.0,away,-1,384.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_2315,2022-01-09,georgia_lady_bulldogs,49,27,10,3,11,9,21,8,10,16,0,24,12,0,14,72,68,4.0,False,0.0,3.0,3453.0,0.0,464.0,home,1,0.0,1,28,19,0.6785714285714286,16.0,9.0,North
game_2022_2316,2022-01-09,ole_miss_rebels,41,18,18,2,20,16,10,2,11,13,0,16,12,1,20,58,70,4.0,False,0.0,3.0,2713.0,0.0,855.0,home,1,0.0,0,29,21,0.7241379310344828,15.0,11.0,North
game_2022_2316,2022-01-09,tennessee_lady_volunteers,39,20,14,4,27,18,13,2,9,22,3,29,17,0,14,70,58,18.0,False,0.0,3.0,2713.0,0.0,540.0,away,-1,540.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_2318,2022-01-09,south_carolina_gamecocks,52,28,17,3,12,9,11,9,5,12,0,40,15,0,10,74,54,25.0,False,0.0,3.0,12327.0,0.0,1037.0,home,1,0.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_2319,2022-01-09,florida_gators,45,21,30,13,23,16,18,7,11,17,0,29,11,0,27,97,89,8.0,False,10.0,3.0,3493.0,0.0,1346.0,away,-1,1346.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_2421,2022-01-13,florida_gators,50,21,11,2,23,20,8,2,4,11,1,26,10,0,19,68,63,13.0,False,0.0,4.0,801.0,0.0,1346.0,home,1,0.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_2422,2022-01-13,lsu_tigers,58,32,19,5,9,8,21,6,9,12,0,29,16,1,14,87,85,13.0,False,5.0,4.0,5964.0,0.0,585.0,home,1,0.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_2423,2022-01-13,ole_miss_rebels,49,26,18,6,22,16,20,8,7,12,0,23,16,0,23,86,56,33.0,False,0.0,4.0,1391.0,0.0,0.0,home,1,0.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_2423,2022-01-13,alabama_crimson_tide,36,15,11,3,26,17,9,3,4,21,3,21,9,0,19,56,86,2.0,False,0.0,4.0,1391.0,0.0,567.0,away,-1,226.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_2424,2022-01-13,south_carolina_gamecocks,43,17,25,7,14,10,13,8,4,15,1,27,26,0,15,65,45,29.0,False,0.0,4.0,12169.0,0.0,0.0,home,1,0.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_2425,2022-01-13,tennessee_lady_volunteers,46,20,9,3,23,16,13,6,3,18,0,39,11,0,13,65,51,25.0,False,0.0,4.0,2489.0,0.0,322.0,away,-1,258.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_2612,2022-01-16,alabama_crimson_tide,48,23,21,6,22,13,6,5,14,16,0,27,15,0,18,77,85,9.0,False,0.0,3.0,2001.0,0.0,226.0,home,1,0.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_2612,2022-01-16,florida_gators,49,24,19,8,17,13,20,7,8,15,0,29,11,0,22,85,77,8.0,False,0.0,3.0,2001.0,0.0,630.0,away,-1,630.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_2613,2022-01-16,south_carolina_gamecocks,33,14,18,7,15,12,10,8,5,19,0,34,11,0,12,61,52,20.0,False,0.0,3.0,4265.0,0.0,1224.0,away,-1,1224.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_2613,2022-01-16,arkansas_razorbacks,31,10,29,7,13,11,7,4,9,10,1,17,8,0,18,52,61,4.0,False,0.0,7.0,4265.0,0.0,0.0,home,1,0.0,0,31,18,0.5806451612903226,17.0,11.0,North
game_2022_2614,2022-01-16,lsu_tigers,51,32,9,3,17,9,23,4,10,15,0,34,9,0,14,82,64,27.0,False,0.0,3.0,6853.0,0.0,0.0,home,1,0.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_2615,2022-01-16,ole_miss_rebels,66,34,5,3,15,9,21,1,8,15,1,25,18,0,12,86,71,32.0,False,0.0,3.0,2260.0,0.0,0.0,home,1,0.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_2616,2022-01-16,tennessee_lady_volunteers,54,22,20,10,12,10,19,2,9,18,2,29,21,0,11,84,58,31.0,False,0.0,3.0,10012.0,0.0,258.0,home,1,0.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_2651,2022-01-17,georgia_lady_bulldogs,53,22,8,4,19,16,16,4,7,10,0,22,11,0,19,72,62,14.0,False,0.0,8.0,3752.0,0.0,973.0,away,-1,973.0,1,28,19,0.6785714285714286,16.0,9.0,North
game_2022_2746,2022-01-20,alabama_crimson_tide,39,17,30,10,9,7,12,2,6,16,1,21,14,0,17,71,99,0.0,False,0.0,4.0,1911.0,0.0,0.0,home,1,0.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_2746,2022-01-20,arkansas_razorbacks,35,23,29,15,13,8,24,4,12,14,1,30,7,0,10,99,71,30.0,False,0.0,4.0,1911.0,0.0,687.0,away,-1,687.0,1,31,18,0.5806451612903226,17.0,11.0,North
game_2022_2747,2022-01-20,florida_gators,43,23,15,7,11,10,18,9,5,22,0,36,12,0,18,77,52,29.0,False,0.0,4.0,3372.0,0.0,592.0,away,-1,948.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_2748,2022-01-20,georgia_lady_bulldogs,57,25,4,2,12,10,14,6,2,16,1,33,17,0,11,66,63,27.0,False,0.0,3.0,4961.0,0.0,686.0,away,-1,506.0,1,28,19,0.6785714285714286,16.0,9.0,North
game_2022_2749,2022-01-20,ole_miss_rebels,52,27,16,6,15,8,22,5,7,6,1,23,14,0,17,80,63,28.0,False,0.0,4.0,2813.0,0.0,759.0,away,-1,759.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_2953,2022-01-23,arkansas_razorbacks,37,17,27,9,19,13,10,3,8,8,0,29,15,0,12,74,54,22.0,False,0.0,3.0,4177.0,0.0,687.0,home,1,0.0,1,31,18,0.5806451612903226,17.0,11.0,North
game_2022_2954,2022-01-23,alabama_crimson_tide,30,15,21,7,33,24,10,3,8,16,0,20,13,0,17,75,68,10.0,False,0.0,3.0,4196.0,0.0,197.0,away,-1,197.0,1,30,17,0.5666666666666667,17.0,9.0,North
game_2022_2955,2022-01-23,florida_gators,47,18,17,6,22,19,11,3,15,16,0,26,10,0,19,73,72,8.0,False,0.0,3.0,1478.0,0.0,948.0,home,1,0.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_2955,2022-01-23,lsu_tigers,56,27,9,1,19,15,8,4,8,19,0,30,13,2,16,72,73,5.0,False,0.0,7.0,1478.0,0.0,850.0,away,-1,850.0,0,28,23,0.8214285714285714,16.0,9.0,North
game_2022_2956,2022-01-23,tennessee_lady_volunteers,54,22,7,2,20,13,8,10,12,21,0,29,20,0,15,63,55,8.0,False,0.0,7.0,5117.0,0.0,229.0,away,-1,229.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_2956,2022-01-23,georgia_lady_bulldogs,53,18,15,4,10,7,17,8,10,18,0,22,19,0,16,55,63,9.0,False,0.0,3.0,5117.0,0.0,506.0,home,1,0.0,0,28,19,0.6785714285714286,16.0,9.0,North
game_2022_2957,2022-01-23,ole_miss_rebels,56,21,9,4,12,9,15,2,7,13,2,22,12,0,21,63,54,12.0,False,0.0,3.0,5204.0,0.0,1363.0,away,-1,611.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_3001,2022-01-24,south_carolina_gamecocks,37,24,18,8,17,13,20,9,9,11,0,34,14,0,5,85,30,56.0,False,0.0,8.0,11329.0,0.0,1224.0,home,1,0.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_3087,2022-01-27,arkansas_razorbacks,37,18,25,13,23,15,19,1,12,12,2,23,6,0,16,90,76,24.0,False,0.0,4.0,3574.0,0.0,0.0,home,1,0.0,1,31,18,0.5806451612903226,17.0,11.0,North
game_2022_3087,2022-01-27,lsu_tigers,53,26,14,4,19,12,12,3,3,16,0,27,12,0,19,76,90,3.0,False,0.0,4.0,3574.0,0.0,1312.0,away,-1,686.0,0,28,23,0.8214285714285714,16.0,9.0,North
game_2022_3088,2022-01-27,tennessee_lady_volunteers,42,19,9,3,17,14,7,6,6,22,2,32,11,0,18,61,71,10.0,False,0.0,4.0,2314.0,0.0,244.0,away,-1,397.0,0,31,23,0.7419354838709677,16.0,11.0,North
game_2022_3303,2022-01-30,alabama_crimson_tide,39,17,18,6,11,9,9,2,7,11,0,13,13,0,17,61,77,3.0,False,0.0,7.0,2103.0,0.0,197.0,home,1,0.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_3304,2022-01-30,south_carolina_gamecocks,43,17,13,3,26,19,9,6,5,21,1,38,18,0,16,62,50,28.0,False,0.0,3.0,5319.0,0.0,501.0,away,-1,501.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_3304,2022-01-30,florida_gators,54,18,11,2,12,8,4,3,8,11,0,20,8,0,20,50,62,0.0,False,0.0,7.0,5319.0,0.0,0.0,home,1,0.0,0,31,21,0.6774193548387096,14.0,11.0,North
game_2022_3305,2022-01-30,lsu_tigers,56,23,8,5,24,17,13,3,6,8,0,20,14,0,12,78,69,10.0,False,0.0,3.0,8734.0,0.0,686.0,home,1,0.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_3306,2022-01-30,ole_miss_rebels,54,19,10,1,22,11,7,2,15,14,0,23,15,0,14,52,62,4.0,False,0.0,3.0,3333.0,0.0,791.0,home,1,0.0,0,29,21,0.7241379310344828,15.0,11.0,North
game_2022_3306,2022-01-30,georgia_lady_bulldogs,45,23,9,3,12,7,16,2,6,19,0,33,7,0,14,62,52,17.0,False,0.0,7.0,3333.0,0.0,567.0,away,-1,567.0,1,28,19,0.6785714285714286,16.0,9.0,North
game_2022_3345,2022-01-31,tennessee_lady_volunteers,59,25,23,7,20,15,19,7,4,16,0,39,21,0,21,86,83,5.0,False,5.0,4.0,7071.0,0.0,397.0,home,1,0.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_3345,2022-01-31,arkansas_razorbacks,36,17,40,12,21,13,12,3,8,10,0,29,11,0,20,83,86,13.0,False,5.0,4.0,7071.0,0.0,920.0,away,-1,920.0,0,31,18,0.5806451612903226,17.0,11.0,North
game_2022_3418,2022-02-03,tennessee_lady_volunteers,51,20,13,4,15,7,8,3,5,18,0,23,15,0,17,59,84,3.0,False,0.0,3.0,3809.0,0.0,713.0,away,-1,713.0,0,31,23,0.7419354838709677,16.0,11.0,North
game_2022_3418,2022-02-03,florida_gators,46,27,16,6,21,12,18,1,11,9,1,30,10,0,17,84,59,25.0,False,0.0,4.0,3809.0,0.0,0.0,home,1,0.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_3419,2022-02-03,georgia_lady_bulldogs,46,29,16,2,10,7,23,7,11,21,2,26,13,0,11,71,56,16.0,False,0.0,4.0,2254.0,0.0,567.0,home,1,0.0,1,28,19,0.6785714285714286,16.0,9.0,North
game_2022_3420,2022-02-03,ole_miss_rebels,46,21,15,3,13,10,8,1,12,14,0,22,16,1,16,61,45,21.0,False,0.0,4.0,2710.0,0.0,568.0,away,-1,568.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_3421,2022-02-03,south_carolina_gamecocks,48,28,14,5,18,12,16,15,5,14,0,32,14,0,10,83,51,36.0,False,0.0,4.0,11875.0,0.0,501.0,home,1,0.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_3421,2022-02-03,alabama_crimson_tide,46,13,20,5,12,10,5,1,5,10,0,18,16,0,16,51,83,0.0,False,0.0,4.0,11875.0,0.0,609.0,away,-1,609.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_3422,2022-02-03,arkansas_razorbacks,41,19,23,4,25,14,11,8,2,10,0,36,10,0,16,64,77,2.0,False,0.0,3.0,3092.0,0.0,1294.0,away,-1,641.0,0,31,18,0.5806451612903226,17.0,11.0,North
game_2022_3639,2022-02-06,florida_gators,42,15,13,3,17,15,9,0,8,20,1,35,11,0,14,54,51,7.0,False,0.0,3.0,3653.0,0.0,484.0,away,-1,484.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_3639,2022-02-06,georgia_lady_bulldogs,54,21,10,1,7,6,12,5,12,11,0,27,8,0,12,51,54,7.0,False,0.0,3.0,3653.0,0.0,0.0,home,1,0.0,0,28,19,0.6785714285714286,16.0,9.0,North
game_2022_2115,2022-01-02,south_carolina_gamecocks,42,23,14,5,24,19,15,4,6,18,0,34,11,0,11,80,68,20.0,False,0.0,3.0,11403.0,0.0,1154.0,home,1,0.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_3641,2022-02-06,alabama_crimson_tide,27,20,22,7,25,16,10,1,12,17,1,24,5,0,20,77,71,8.0,False,5.0,3.0,1992.0,0.0,583.0,away,-1,328.0,1,30,17,0.5666666666666667,17.0,9.0,North
game_2022_3692,2022-02-07,ole_miss_rebels,53,24,12,2,17,10,13,6,4,12,0,30,9,0,23,64,68,2.0,False,0.0,4.0,2209.0,0.0,568.0,home,1,0.0,0,29,21,0.7241379310344828,15.0,11.0,North
game_2022_3692,2022-02-07,lsu_tigers,65,24,2,1,28,17,13,1,9,11,1,33,17,0,18,68,64,12.0,False,0.0,8.0,2209.0,0.0,459.0,away,-1,459.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_3796,2022-02-10,arkansas_razorbacks,38,18,21,6,23,14,8,4,6,10,0,23,13,1,12,68,66,3.0,False,0.0,7.0,2862.0,0.0,641.0,home,1,0.0,1,31,18,0.5806451612903226,17.0,11.0,North
game_2022_3797,2022-02-10,south_carolina_gamecocks,53,23,9,1,25,10,15,8,7,17,3,26,20,0,15,59,50,18.0,False,0.0,7.0,4317.0,0.0,546.0,away,-1,546.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_3798,2022-02-10,georgia_lady_bulldogs,51,18,11,7,13,10,15,4,11,11,0,25,4,1,29,67,73,0.0,False,0.0,4.0,6943.0,0.0,824.0,away,-1,824.0,0,28,19,0.6785714285714286,16.0,9.0,North
game_2022_3798,2022-02-10,lsu_tigers,47,17,7,4,34,27,12,1,5,19,0,34,13,0,14,73,67,20.0,False,0.0,3.0,6943.0,0.0,459.0,home,1,0.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_3799,2022-02-10,tennessee_lady_volunteers,46,20,20,8,21,12,15,7,8,13,0,28,18,0,14,76,62,28.0,False,0.0,4.0,6468.0,0.0,1167.0,home,1,0.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_3999,2022-02-13,alabama_crimson_tide,40,19,19,4,14,13,6,6,7,18,2,31,11,0,13,63,67,9.0,False,0.0,7.0,2049.0,0.0,328.0,home,1,0.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_4000,2022-02-13,south_carolina_gamecocks,49,25,12,4,11,10,10,4,8,13,0,26,9,0,17,72,54,30.0,False,0.0,3.0,5461.0,0.0,464.0,away,-1,226.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_4000,2022-02-13,georgia_lady_bulldogs,59,22,3,1,9,7,9,5,6,19,0,23,14,0,13,54,72,2.0,False,0.0,3.0,5461.0,0.0,824.0,home,1,0.0,0,28,19,0.6785714285714286,16.0,9.0,North
game_2022_4001,2022-02-13,ole_miss_rebels,46,21,11,1,20,14,9,3,6,19,1,23,17,0,18,59,70,2.0,False,0.0,6.0,5100.0,0.0,119.0,away,-1,119.0,0,29,21,0.7241379310344828,15.0,11.0,North
game_2022_4002,2022-02-13,arkansas_razorbacks,50,25,20,8,20,14,6,5,7,13,0,35,14,0,16,88,71,19.0,False,0.0,3.0,0.0,0.0,358.0,away,-1,358.0,1,31,18,0.5806451612903226,17.0,11.0,North
game_2022_4003,2022-02-13,tennessee_lady_volunteers,34,18,19,5,20,15,19,3,1,19,0,38,10,0,9,66,52,22.0,False,0.0,3.0,8933.0,0.0,0.0,home,1,0.0,1,31,23,0.7419354838709677,16.0,11.0,North
game_2022_4004,2022-02-13,lsu_tigers,50,20,9,5,24,19,10,5,6,13,3,31,13,0,12,74,58,16.0,False,0.0,3.0,5278.0,0.0,496.0,away,-1,496.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_4047,2022-02-14,florida_gators,46,21,16,6,28,23,9,3,9,16,0,22,16,1,22,83,77,14.0,False,0.0,4.0,1996.0,0.0,324.0,away,-1,445.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_4142,2022-02-17,tennessee_lady_volunteers,47,20,12,3,26,15,11,2,7,14,0,22,18,0,17,64,74,3.0,False,0.0,4.0,2001.0,0.0,439.0,away,-1,439.0,0,31,23,0.7419354838709677,16.0,11.0,North
game_2022_4142,2022-02-17,alabama_crimson_tide,30,15,25,10,16,14,10,3,9,12,1,23,8,0,21,74,64,21.0,False,0.0,4.0,2001.0,0.0,0.0,home,1,0.0,1,30,17,0.5666666666666667,17.0,9.0,North
game_2022_4143,2022-02-17,florida_gators,44,21,18,6,18,16,14,4,8,17,0,25,10,0,17,76,67,19.0,False,0.0,3.0,1369.0,0.0,445.0,home,1,0.0,1,31,21,0.6774193548387096,14.0,11.0,North
game_2022_4143,2022-02-17,arkansas_razorbacks,42,26,13,1,20,12,9,5,3,20,0,26,7,0,15,67,76,2.0,False,0.0,4.0,1369.0,0.0,1378.0,away,-1,1312.0,0,31,18,0.5806451612903226,17.0,11.0,North
game_2022_4144,2022-02-17,georgia_lady_bulldogs,56,29,8,3,9,7,18,6,5,11,1,27,14,0,12,74,49,27.0,False,0.0,4.0,2295.0,0.0,0.0,home,1,0.0,1,28,19,0.6785714285714286,16.0,9.0,North
game_2022_4146,2022-02-17,ole_miss_rebels,55,24,14,4,21,14,18,3,10,13,1,22,19,0,21,74,54,23.0,False,0.0,4.0,1595.0,0.0,119.0,home,1,0.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_4147,2022-02-17,lsu_tigers,49,21,12,5,15,14,13,4,3,11,0,37,8,0,10,71,59,13.0,False,0.0,4.0,4601.0,0.0,772.0,away,-1,398.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_4148,2022-02-17,south_carolina_gamecocks,52,24,22,8,5,3,19,8,5,12,0,38,24,0,10,75,38,37.0,False,0.0,4.0,12574.0,0.0,226.0,home,1,0.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_4368,2022-02-20,arkansas_razorbacks,39,16,18,4,21,11,7,4,6,12,0,22,11,0,15,55,78,3.0,False,0.0,3.0,8292.0,0.0,1312.0,home,1,0.0,0,31,18,0.5806451612903226,17.0,11.0,North
game_2022_4369,2022-02-20,georgia_lady_bulldogs,51,21,6,1,18,15,14,2,4,21,0,28,12,0,18,60,65,8.0,False,0.0,3.0,2906.0,0.0,244.0,away,-1,244.0,0,28,19,0.6785714285714286,16.0,9.0,North
game_2022_4370,2022-02-20,florida_gators,44,19,18,4,22,11,11,3,3,15,0,31,14,0,26,61,66,3.0,False,0.0,3.0,13620.0,0.0,850.0,away,-1,850.0,0,31,21,0.6774193548387096,14.0,11.0,North
game_2022_4370,2022-02-20,lsu_tigers,58,22,8,0,32,22,10,7,8,11,0,31,18,0,20,66,61,7.0,False,0.0,3.0,13620.0,0.0,398.0,home,1,0.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_4372,2022-02-20,south_carolina_gamecocks,61,21,17,4,21,13,13,7,4,12,0,28,31,0,21,67,53,19.0,False,0.0,3.0,18000.0,0.0,0.0,home,1,0.0,1,31,29,0.9354838709677419,14.0,10.0,North
game_2022_4372,2022-02-20,tennessee_lady_volunteers,55,20,10,1,17,10,7,11,6,14,1,21,17,0,23,53,67,3.0,False,0.0,3.0,18000.0,0.0,609.0,away,-1,346.0,0,31,23,0.7419354838709677,16.0,11.0,North
game_2022_4373,2022-02-20,alabama_crimson_tide,45,20,28,10,19,11,11,3,13,15,2,30,12,0,22,81,79,7.0,False,10.0,3.0,3825.0,0.0,886.0,away,-1,886.0,1,30,17,0.5666666666666667,17.0,9.0,North
game_2022_4374,2022-02-20,ole_miss_rebels,38,22,8,0,19,13,7,4,10,27,4,22,14,0,14,57,47,10.0,False,0.0,3.0,1964.0,0.0,322.0,away,-1,322.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_4498,2022-02-24,georgia_lady_bulldogs,43,18,15,5,14,12,13,9,8,18,1,28,9,0,22,63,62,7.0,False,0.0,4.0,2726.0,0.0,883.0,away,-1,1009.0,1,28,19,0.6785714285714286,16.0,9.0,North
game_2022_4498,2022-02-24,arkansas_razorbacks,40,18,17,4,21,14,12,6,9,16,0,25,7,0,15,62,63,13.0,False,0.0,2.0,2726.0,0.0,462.0,home,1,0.0,0,31,18,0.5806451612903226,17.0,11.0,North
game_2022_4499,2022-02-24,ole_miss_rebels,44,22,12,6,14,10,15,3,6,17,3,28,15,0,16,72,52,31.0,False,0.0,2.0,1975.0,0.0,421.0,away,-1,421.0,1,29,21,0.7241379310344828,15.0,11.0,North
game_2022_4500,2022-02-24,alabama_crimson_tide,22,7,31,11,6,3,9,4,3,18,0,25,9,0,18,50,58,2.0,False,0.0,4.0,7421.0,0.0,496.0,away,-1,468.0,0,30,17,0.5666666666666667,17.0,9.0,North
game_2022_4500,2022-02-24,lsu_tigers,48,23,9,2,13,6,13,5,9,10,1,27,10,0,9,58,50,14.0,False,0.0,4.0,7421.0,0.0,0.0,home,1,0.0,1,28,23,0.8214285714285714,16.0,9.0,North
game_2022_4502,2022-02-24,tennessee_lady_volunteers,50,27,15,8,12,8,27,7,6,19,0,36,14,0,9,86,64,24.0,False,0.0,4.0,7009.0,0.0,346.0,home,1,0.0,1,31,23,0.7419354838709677,16.0,11.0,North
